ad_id,page_name,ad_creative_body,impressions,clicks,ctr,topic,style
syn_00222,Personal Finance App Page,The fast way to handle personal finance app. Cut costs. Get started.,35214,596,0.01692508661327881,personal finance app,short and direct
syn_00223,Travel Deals Page,The fast way to handle travel deals. Improve quality. Sign up now.,43386,856,0.019729866777301434,travel deals,short and direct
syn_00224,Food And Beverage Page,These tips work for food and beverage. Save time. Get started.,49410,1084,0.021938878769479864,food and beverage,advice
syn_00225,Travel Deals Page,These tips work for travel deals. Save time. See details.,19355,272,0.01405321622319814,travel deals,advice
syn_00226,Local Business Page,A few simple steps to improve local business. Save time. Try it today.,19726,386,0.01956808273344824,local business,advice
syn_00227,Online Shopping Page,Want to do better at online shopping? Save time. Sign up now.,20929,395,0.01887333365187061,online shopping,question
syn_00228,Food And Beverage Page,"Last week I needed help with food and beverage, and found a better way. See results faster. Learn more.",38630,692,0.017913538700491845,food and beverage,storytelling
syn_00229,Fitness Coaching Page,A few simple steps to improve fitness coaching. See results faster. Get started.,7250,128,0.017655172413793104,fitness coaching,advice
syn_00230,Fitness Coaching Page,A few simple steps to improve fitness coaching. See results faster. See details.,24065,385,0.015998337835030126,fitness coaching,advice
syn_00231,Fitness Coaching Page,Want to do better at fitness coaching? Cut costs. See details.,37872,805,0.021255809040980143,fitness coaching,question
syn_00232,Local Business Page,Want to do better at local business? Improve quality. Learn more.,23171,419,0.018082948513227743,local business,question
syn_00233,Personal Finance App Page,"Last week I needed help with personal finance app, and found a better way. See results faster. Try it today.",13564,278,0.020495429076968445,personal finance app,storytelling
syn_00234,Travel Deals Page,How can you get faster results in travel deals? Save time. Try it today.,12314,190,0.015429592333928861,travel deals,question
syn_00235,Health And Wellness Page,"Last week I needed help with health and wellness, and found a better way. Cut costs. Sign up now.",13219,266,0.020122550873742342,health and wellness,storytelling
syn_00236,Local Business Page,How can you get faster results in local business? Improve quality. See details.,20978,369,0.017589856039660595,local business,question
syn_00237,Personal Finance App Page,The fast way to handle personal finance app. See results faster. Sign up now.,7579,112,0.014777675155033646,personal finance app,short and direct
syn_00238,Personal Finance App Page,"When you are short on time for personal finance app, this helps. Improve quality. Learn more.",23153,431,0.01861529823349026,personal finance app,storytelling
syn_00239,Health And Wellness Page,Want to do better at health and wellness? See results faster. Try it today.,8687,161,0.018533440773569703,health and wellness,question
syn_00240,Health And Wellness Page,Want to do better at health and wellness? Improve quality. Try it today.,6260,134,0.021405750798722045,health and wellness,question
syn_00241,Books And Learning Page,Want to do better at books and learning? Cut costs. See details.,38192,677,0.01772622538751571,books and learning,question
syn_00242,Health And Wellness Page,These tips work for health and wellness. See results faster. Try it today.,19736,316,0.016011349817592217,health and wellness,advice
syn_00243,Books And Learning Page,How can you get faster results in books and learning? Improve quality. Shop now.,13815,301,0.02178791169019182,books and learning,question
syn_00244,Local Business Page,A few simple steps to improve local business. Save time. Learn more.,7397,165,0.022306340408273624,local business,advice
syn_00245,Health And Wellness Page,Make health and wellness easier today. See results faster. Learn more.,42685,819,0.01918706805669439,health and wellness,short and direct
syn_00246,Local Business Page,The fast way to handle local business. Improve quality. Try it today.,2598,39,0.015011547344110854,local business,short and direct
syn_00247,Food And Beverage Page,A few simple steps to improve food and beverage. Cut costs. Try it today.,47048,848,0.0180241455534773,food and beverage,advice
syn_00248,Books And Learning Page,"When you are short on time for books and learning, this helps. Improve quality. Sign up now.",18498,293,0.015839550221645585,books and learning,storytelling
syn_00249,Personal Finance App Page,The fast way to handle personal finance app. Save time. Sign up now.,6982,142,0.020338012030936693,personal finance app,short and direct
syn_00250,Online Shopping Page,These tips work for online shopping. See results faster. Get started.,8888,138,0.015526552655265527,online shopping,advice
syn_00251,Travel Deals Page,A few simple steps to improve travel deals. Improve quality. Shop now.,13256,241,0.018180446590223297,travel deals,advice
syn_00252,Local Business Page,Want to do better at local business? Save time. Get started.,48570,1125,0.023162445954292774,local business,question
syn_00253,Food And Beverage Page,How can you get faster results in food and beverage? Improve quality. Get started.,20502,307,0.01497414886352551,food and beverage,question
syn_00254,Books And Learning Page,Make books and learning easier today. See results faster. Sign up now.,34347,637,0.01854601566366786,books and learning,short and direct
syn_00255,Travel Deals Page,How can you get faster results in travel deals? Improve quality. See details.,17596,340,0.01932257331211639,travel deals,question
syn_00256,Online Shopping Page,"Last week I needed help with online shopping, and found a better way. Cut costs. Sign up now.",41504,826,0.019901696222050888,online shopping,storytelling
syn_00257,Health And Wellness Page,The fast way to handle health and wellness. Cut costs. Sign up now.,11228,173,0.015407908799429996,health and wellness,short and direct
syn_00258,Books And Learning Page,A few simple steps to improve books and learning. See results faster. Shop now.,44004,797,0.018111989819107353,books and learning,advice
syn_00259,Local Business Page,How can you get faster results in local business? Improve quality. Try it today.,3853,70,0.018167661562418894,local business,question
syn_00260,Travel Deals Page,How can you get faster results in travel deals? Improve quality. See details.,32664,710,0.021736468283125154,travel deals,question
syn_00261,Personal Finance App Page,These tips work for personal finance app. Cut costs. Try it today.,16502,297,0.01799781844624894,personal finance app,advice
syn_00262,Travel Deals Page,Want to do better at travel deals? Cut costs. See details.,29516,483,0.016364005962867596,travel deals,question
syn_00263,Travel Deals Page,These tips work for travel deals. Improve quality. Try it today.,2780,64,0.02302158273381295,travel deals,advice
syn_00264,Travel Deals Page,"When you are short on time for travel deals, this helps. Cut costs. Learn more.",20195,420,0.02079722703639515,travel deals,storytelling
syn_00265,Health And Wellness Page,The fast way to handle health and wellness. See results faster. Try it today.,20634,406,0.019676262479402927,health and wellness,short and direct
syn_00266,Health And Wellness Page,Want to do better at health and wellness? Cut costs. Get started.,20613,415,0.020132925823509437,health and wellness,question
syn_00267,Personal Finance App Page,These tips work for personal finance app. See results faster. Try it today.,17644,299,0.016946270686919066,personal finance app,advice
syn_00268,Local Business Page,Want to do better at local business? Cut costs. See details.,36866,693,0.01879780827863072,local business,question
syn_00269,Food And Beverage Page,How can you get faster results in food and beverage? See results faster. Get started.,33415,746,0.022325303007631303,food and beverage,question
syn_00270,Local Business Page,These tips work for local business. Improve quality. Try it today.,43661,785,0.01797943244543185,local business,advice
syn_00271,Books And Learning Page,These tips work for books and learning. Improve quality. See details.,14337,294,0.020506382088302993,books and learning,advice
syn_00272,Fitness Coaching Page,Want to do better at fitness coaching? Improve quality. Try it today.,27661,533,0.01926900690502874,fitness coaching,question
syn_00273,Online Shopping Page,"When you are short on time for online shopping, this helps. Improve quality. See details.",35308,666,0.01886258071825082,online shopping,storytelling
syn_00274,Books And Learning Page,Want to do better at books and learning? Save time. Get started.,26359,635,0.024090443491786486,books and learning,question
syn_00275,Books And Learning Page,"When you are short on time for books and learning, this helps. Save time. Shop now.",20464,336,0.01641907740422205,books and learning,storytelling
syn_00276,Local Business Page,Want to do better at local business? Improve quality. Sign up now.,16943,372,0.021955970017116213,local business,question
syn_00277,Food And Beverage Page,These tips work for food and beverage. Save time. Try it today.,16653,312,0.01873536299765808,food and beverage,advice
syn_00278,Local Business Page,How can you get faster results in local business? Save time. Shop now.,47759,927,0.019409954144768524,local business,question
syn_00279,Fitness Coaching Page,How can you get faster results in fitness coaching? Improve quality. See details.,46254,947,0.020473904959571063,fitness coaching,question
syn_00280,Online Shopping Page,"When you are short on time for online shopping, this helps. Cut costs. Learn more.",18636,334,0.017922300922944837,online shopping,storytelling
syn_00281,Food And Beverage Page,These tips work for food and beverage. Cut costs. Learn more.,20971,434,0.020695245815650184,food and beverage,advice
syn_00282,Food And Beverage Page,Make food and beverage easier today. Improve quality. Shop now.,23159,377,0.016278768513320954,food and beverage,short and direct
syn_00283,Online Shopping Page,Want to do better at online shopping? Save time. Learn more.,40037,771,0.019257187101930712,online shopping,question
syn_00284,Fitness Coaching Page,Make fitness coaching easier today. Improve quality. Shop now.,14894,215,0.014435343091177655,fitness coaching,short and direct
syn_00285,Books And Learning Page,These tips work for books and learning. Improve quality. Shop now.,10275,212,0.020632603406326035,books and learning,advice
syn_00286,Books And Learning Page,"When you are short on time for books and learning, this helps. Improve quality. Get started.",46971,846,0.01801111324008431,books and learning,storytelling
syn_00287,Fitness Coaching Page,A few simple steps to improve fitness coaching. See results faster. See details.,7589,126,0.016602977994465674,fitness coaching,advice
syn_00288,Local Business Page,Make local business easier today. Save time. Sign up now.,29121,320,0.01098863363208681,local business,short and direct
syn_00289,Personal Finance App Page,"When you are short on time for personal finance app, this helps. Cut costs. Learn more.",9476,188,0.019839594765723934,personal finance app,storytelling
syn_00290,Local Business Page,These tips work for local business. Improve quality. Try it today.,6617,127,0.019192987758803084,local business,advice
syn_00291,Books And Learning Page,"When you are short on time for books and learning, this helps. See results faster. See details.",48851,901,0.018443839430103786,books and learning,storytelling
syn_00292,Health And Wellness Page,Want to do better at health and wellness? Improve quality. Get started.,16728,307,0.01835246293639407,health and wellness,question
syn_00293,Books And Learning Page,These tips work for books and learning. Save time. Try it today.,39543,813,0.020559896821182005,books and learning,advice
syn_00294,Travel Deals Page,Make travel deals easier today. Cut costs. Shop now.,13956,207,0.014832330180567498,travel deals,short and direct
syn_00295,Online Shopping Page,"Last week I needed help with online shopping, and found a better way. Improve quality. Shop now.",7880,153,0.019416243654822335,online shopping,storytelling
syn_00296,Personal Finance App Page,Want to do better at personal finance app? Improve quality. Shop now.,11953,246,0.020580607378900693,personal finance app,question
syn_00297,Local Business Page,These tips work for local business. Cut costs. Sign up now.,825,12,0.014545454545454545,local business,advice
syn_00298,Local Business Page,"When you are short on time for local business, this helps. Save time. Shop now.",17636,355,0.020129281016103426,local business,storytelling
syn_00299,Travel Deals Page,"When you are short on time for travel deals, this helps. Cut costs. Try it today.",9065,148,0.0163265306122449,travel deals,storytelling
